i,t,a,x,rc
916,4,0,4,47
916,5,1,5,56
916,6,0,1,52.5
916,7,0,2,55
916,8,0,3,50.5
916,9,0,4,52
916,10,1,5,42
916,11,0,1,31.5
916,12,0,2,39.5
916,13,0,3,40.5
916,14,0,4,39.5
916,15,1,5,42
916,16,0,1,41.5
916,17,0,2,40
916,18,0,3,35
916,19,0,4,40
916,20,1,5,44
916,21,0,1,45
916,22,0,2,50.5
916,23,0,3,46.5
916,24,1,4,52
916,25,0,1,50
916,26,0,2,48
916,27,1,3,54
916,28,0,1,56
916,29,0,2,51.5
916,30,0,3,44.5
916,31,0,4,41.5
916,32,0,5,54
916,33,0,6,50.5
916,34,0,7,46
916,35,0,7,46
916,36,1,7,38
916,37,0,1,39
916,38,0,2,39
916,39,0,3,35
916,40,0,4,36.5
916,41,0,5,39.5
916,42,0,6,46.5
916,43,1,7,47.5
916,44,0,1,47.5
916,45,0,2,52.5
916,46,0,3,50
916,47,0,4,48
916,48,0,5,50.5
916,49,0,6,52
916,50,0,7,46.5
916,51,1,7,47.5
916,52,0,1,40
916,53,0,2,43
916,54,0,3,47
916,55,1,4,44
916,56,0,1,49
916,57,0,2,57.5
916,58,0,3,51.5
916,59,0,4,46.5
916,60,0,5,50
916,61,0,6,44
916,62,1,7,53
916,63,0,1,50.5
916,64,0,2,48
916,65,0,3,51
916,66,0,4,50.5
916,67,0,5,51
916,68,0,6,62.5
916,69,0,7,58
916,70,0,7,62
916,71,1,7,53
916,72,0,1,52.5
916,73,0,2,55.5
916,74,0,3,48
916,75,0,4,45.5
916,76,1,5,45
916,77,0,1,50
916,78,0,2,47
916,79,0,3,50
916,80,0,4,41.5
916,81,0,5,50
916,82,0,6,43.5
916,83,1,7,36.5
916,84,0,1,46.5
916,85,0,2,49.5
916,86,0,3,50
916,87,1,4,47.5
916,88,0,1,43
916,89,0,2,48.5
916,90,0,3,52
916,91,0,4,58.5
916,92,1,5,54.5
916,93,0,1,54
916,94,0,2,47
916,95,0,3,45.5
916,96,0,4,42.5
916,97,0,5,50.5
916,98,0,6,43.5
916,99,1,7,44.5
916,100,0,1,46
917,1,1,5,45
917,2,0,1,49
917,3,0,2,54
917,4,0,3,47
917,5,0,4,56
917,6,0,5,52.5
917,7,0,6,55
917,8,1,7,50.5
917,9,0,1,52
917,10,0,2,42
917,11,0,3,31.5
917,12,1,4,39.5
917,13,0,1,40.5
917,14,0,2,39.5
917,15,0,3,42
917,16,0,4,41.5
917,17,1,5,40
917,18,0,1,35
917,19,0,2,40
917,20,0,3,44
917,21,1,4,45
917,22,0,1,50.5
917,23,0,2,46.5
917,24,0,3,52
917,25,0,4,50
917,26,0,5,48
917,27,0,6,54
917,28,1,7,56
917,29,0,1,51.5
917,30,0,2,44.5
917,31,1,3,41.5
917,32,0,1,54
917,33,0,2,50.5
917,34,0,3,46
917,35,0,4,46
917,36,1,5,38
917,37,0,1,39
917,38,0,2,39
917,39,0,3,35
917,40,0,4,36.5
917,41,0,5,39.5
917,42,1,6,46.5
917,43,0,1,47.5
917,44,0,2,47.5
917,45,0,3,52.5
917,46,1,4,50
917,47,0,1,48
917,48,1,2,50.5
917,49,0,1,52
917,50,0,2,46.5
917,51,0,3,47.5
917,52,0,4,40
917,53,1,5,43
917,54,0,1,47
917,55,0,2,44
917,56,0,3,49
917,57,0,4,57.5
917,58,0,5,51.5
917,59,1,6,46.5
917,60,0,1,50
917,61,0,2,44
917,62,0,3,53
917,63,0,4,50.5
917,64,1,5,48
917,65,0,1,51
917,66,0,2,50.5
917,67,0,3,51
917,68,0,4,62.5
917,69,1,5,58
917,70,0,1,62
917,71,0,2,53
917,72,0,3,52.5
917,73,0,4,55.5
917,74,0,5,48
917,75,1,6,45.5
917,76,0,1,45
917,77,0,2,50
917,78,1,3,47
917,79,0,1,50
917,80,0,2,41.5
917,81,0,3,50
917,82,1,4,43.5
917,83,0,1,36.5
917,84,0,2,46.5
917,85,0,3,49.5
917,86,1,4,50
917,87,0,1,47.5
917,88,0,2,43
917,89,0,3,48.5
917,90,0,4,52
917,91,0,5,58.5
917,92,1,6,54.5
917,93,0,1,54
917,94,0,2,47
917,95,1,3,45.5
917,96,0,1,42.5
917,97,0,2,50.5
917,98,0,3,43.5
917,99,0,4,44.5
917,100,1,5,46
918,1,0,5,45
918,2,0,6,49
918,3,1,7,54
918,4,0,1,47
918,5,0,2,56
918,6,0,3,52.5
918,7,0,4,55
918,8,0,5,50.5
918,9,1,6,52
918,10,0,1,42
918,11,1,2,31.5
918,12,0,1,39.5
918,13,0,2,40.5
918,14,0,3,39.5
918,15,0,4,42
918,16,0,5,41.5
918,17,0,6,40
918,18,1,7,35
918,19,0,1,40
918,20,0,2,44
918,21,0,3,45
918,22,0,4,50.5
918,23,1,5,46.5
918,24,0,1,52
918,25,0,2,50
918,26,0,3,48
918,27,0,4,54
918,28,0,5,56
918,29,0,6,51.5
918,30,0,7,44.5
918,31,0,7,41.5
918,32,0,7,54
918,33,0,7,50.5
918,34,1,7,46
918,35,0,1,46
918,36,0,2,38
918,37,0,3,39
918,38,1,4,39
918,39,0,1,35
918,40,0,2,36.5
918,41,0,3,39.5
918,42,0,4,46.5
918,43,1,5,47.5
918,44,0,1,47.5
918,45,0,2,52.5
918,46,0,3,50
918,47,0,4,48
918,48,0,5,50.5
918,49,1,6,52
918,50,0,1,46.5
918,51,0,2,47.5
918,52,0,3,40
918,53,0,4,43
918,54,0,5,47
918,55,1,6,44
918,56,0,1,49
918,57,0,2,57.5
918,58,0,3,51.5
918,59,0,4,46.5
918,60,1,5,50
918,61,0,1,44
918,62,0,2,53
918,63,0,3,50.5
918,64,0,4,48
918,65,1,5,51
918,66,0,1,50.5
918,67,0,2,51
918,68,0,3,62.5
918,69,0,4,58
918,70,0,5,62
918,71,1,6,53
918,72,0,1,52.5
918,73,0,2,55.5
918,74,0,3,48
918,75,0,4,45.5
918,76,1,5,45
918,77,0,1,50
918,78,0,2,47
918,79,0,3,50
918,80,0,4,41.5
918,81,0,5,50
918,82,1,6,43.5
918,83,0,1,36.5
918,84,0,2,46.5
918,85,0,3,49.5
918,86,0,4,50
918,87,0,5,47.5
918,88,1,6,43
918,89,0,1,48.5
918,90,0,2,52
918,91,0,3,58.5
918,92,0,4,54.5
918,93,0,5,54
918,94,1,6,47
918,95,0,1,45.5
918,96,0,2,42.5
918,97,0,3,50.5
918,98,0,4,43.5
918,99,1,5,44.5
918,100,0,1,46
919,1,0,1,45
919,2,0,2,49
919,3,0,3,54
919,4,0,4,47
919,5,0,5,56
919,6,0,6,52.5
919,7,1,7,55
919,8,0,1,50.5
919,9,0,2,52
919,10,0,3,42
919,11,1,4,31.5
919,12,0,1,39.5
919,13,0,2,40.5
919,14,1,3,39.5
919,15,0,1,42
919,16,1,2,41.5
919,17,0,1,40
919,18,0,2,35
919,19,0,3,40
919,20,0,4,44
919,21,1,5,45
919,22,0,1,50.5
919,23,0,2,46.5
919,24,0,3,52
919,25,0,4,50
919,26,0,5,48
919,27,1,6,54
919,28,0,1,56
919,29,0,2,51.5
919,30,0,3,44.5
919,31,0,4,41.5
919,32,0,5,54
919,33,1,6,50.5
919,34,0,1,46
919,35,0,2,46
919,36,0,3,38
919,37,0,4,39
919,38,0,5,39
919,39,1,6,35
919,40,0,1,36.5
919,41,0,2,39.5
919,42,0,3,46.5
919,43,0,4,47.5
919,44,0,5,47.5
919,45,0,6,52.5
919,46,1,7,50
919,47,0,1,48
919,48,0,2,50.5
919,49,0,3,52
919,50,0,4,46.5
919,51,0,5,47.5
919,52,1,6,40
919,53,0,1,43
919,54,0,2,47
919,55,0,3,44
919,56,0,4,49
919,57,0,5,57.5
919,58,0,6,51.5
919,59,0,7,46.5
919,60,0,7,50
919,61,1,7,44
919,62,0,1,53
919,63,0,2,50.5
919,64,1,3,48
919,65,0,1,51
919,66,0,2,50.5
919,67,0,3,51
919,68,0,4,62.5
919,69,0,5,58
919,70,0,6,62
919,71,0,7,53
919,72,1,7,52.5
919,73,0,1,55.5
919,74,0,2,48
919,75,0,3,45.5
919,76,0,4,45
919,77,0,5,50
919,78,0,6,47
919,79,0,7,50
919,80,1,7,41.5
919,81,0,1,50
919,82,0,2,43.5
919,83,0,3,36.5
919,84,0,4,46.5
919,85,1,5,49.5
919,86,0,1,50
919,87,0,2,47.5
919,88,0,3,43
919,89,0,4,48.5
919,90,0,5,52
919,91,0,6,58.5
919,92,1,7,54.5
919,93,0,1,54
919,94,0,2,47
919,95,0,3,45.5
919,96,0,4,42.5
919,97,0,5,50.5
919,98,0,6,43.5
919,99,1,7,44.5
919,100,0,1,46
920,1,1,6,45
920,2,0,1,49
920,3,0,2,54
920,4,0,3,47
920,5,0,4,56
920,6,0,5,52.5
920,7,0,6,55
920,8,1,7,50.5
920,9,0,1,52
920,10,0,2,42
920,11,0,3,31.5
920,12,0,4,39.5
920,13,0,5,40.5
920,14,1,6,39.5
920,15,0,1,42
920,16,1,2,41.5
920,17,0,1,40
920,18,0,2,35
920,19,0,3,40
920,20,0,4,44
920,21,1,5,45
920,22,0,1,50.5
920,23,0,2,46.5
920,24,0,3,52
920,25,0,4,50
920,26,0,5,48
920,27,0,6,54
920,28,1,7,56
920,29,0,1,51.5
920,30,0,2,44.5
920,31,0,3,41.5
920,32,0,4,54
920,33,0,5,50.5
920,34,0,6,46
920,35,1,7,46
920,36,1,1,38
920,37,0,1,39
920,38,0,2,39
920,39,0,3,35
920,40,0,4,36.5
920,41,1,5,39.5
920,42,0,1,46.5
920,43,0,2,47.5
920,44,0,3,47.5
920,45,0,4,52.5
920,46,0,5,50
920,47,0,6,48
920,48,0,7,50.5
920,49,0,7,52
920,50,0,7,46.5
920,51,0,7,47.5
920,52,0,7,40
920,53,1,7,43
920,54,0,1,47
920,55,0,2,44
920,56,1,3,49
920,57,0,1,57.5
920,58,0,2,51.5
920,59,0,3,46.5
920,60,0,4,50
920,61,0,5,44
920,62,1,6,53
920,63,0,1,50.5
920,64,0,2,48
920,65,0,3,51
920,66,0,4,50.5
920,67,0,5,51
920,68,0,6,62.5
920,69,0,7,58
920,70,0,7,62
920,71,0,7,53
920,72,0,7,52.5
920,73,0,7,55.5
920,74,0,7,48
920,75,0,7,45.5
920,76,1,7,45
920,77,0,1,50
920,78,0,2,47
920,79,0,3,50
920,80,1,4,41.5
920,81,0,1,50
920,82,0,2,43.5
920,83,0,3,36.5
920,84,0,4,46.5
920,85,0,5,49.5
920,86,1,6,50
920,87,0,1,47.5
920,88,0,2,43
920,89,0,3,48.5
920,90,0,4,52
920,91,0,5,58.5
920,92,0,6,54.5
920,93,0,7,54
920,94,1,7,47
920,95,0,1,45.5
920,96,0,2,42.5
920,97,0,3,50.5
920,98,1,4,43.5
920,99,0,1,44.5
920,100,0,2,46
921,1,0,6,45
921,2,0,7,49
921,3,0,7,54
921,4,0,7,47
921,5,0,7,56
921,6,0,7,52.5
921,7,0,7,55
921,8,0,7,50.5
921,9,1,7,52
921,10,0,1,42
921,11,0,2,31.5
921,12,0,3,39.5
921,13,0,4,40.5
921,14,1,5,39.5
921,15,0,1,42
921,16,0,2,41.5
921,17,0,3,40
921,18,0,4,35
921,19,0,5,40
921,20,0,6,44
921,21,0,7,45
921,22,0,7,50.5
921,23,1,7,46.5
921,24,0,1,52
921,25,0,2,50
921,26,0,3,48
921,27,0,4,54
921,28,0,5,56
921,29,1,6,51.5
921,30,0,1,44.5
921,31,0,2,41.5
921,32,0,3,54
921,33,0,4,50.5
921,34,1,5,46
921,35,0,1,46
921,36,0,2,38
921,37,0,3,39
921,38,1,4,39
921,39,0,1,35
921,40,0,2,36.5
921,41,0,3,39.5
921,42,1,4,46.5
921,43,0,1,47.5
921,44,0,2,47.5
921,45,0,3,52.5
921,46,1,4,50
921,47,0,1,48
921,48,0,2,50.5
921,49,0,3,52
921,50,0,4,46.5
921,51,1,5,47.5
921,52,0,1,40
921,53,0,2,43
921,54,0,3,47
921,55,1,4,44
921,56,0,1,49
921,57,0,2,57.5
921,58,0,3,51.5
921,59,0,4,46.5
921,60,0,5,50
921,61,0,6,44
921,62,1,7,53
921,63,0,1,50.5
921,64,0,2,48
921,65,0,3,51
921,66,0,4,50.5
921,67,0,5,51
921,68,0,6,62.5
921,69,0,7,58
921,70,0,7,62
921,71,1,7,53
921,72,0,1,52.5
921,73,1,2,55.5
921,74,0,1,48
921,75,0,2,45.5
921,76,0,3,45
921,77,0,4,50
921,78,1,5,47
921,79,0,1,50
921,80,0,2,41.5
921,81,0,3,50
921,82,1,4,43.5
921,83,0,1,36.5
921,84,0,2,46.5
921,85,0,3,49.5
921,86,0,4,50
921,87,0,5,47.5
921,88,0,6,43
921,89,1,7,48.5
921,90,0,1,52
921,91,0,2,58.5
921,92,1,3,54.5
921,93,0,1,54
921,94,0,2,47
921,95,0,3,45.5
921,96,0,4,42.5
921,97,0,5,50.5
921,98,1,6,43.5
921,99,0,1,44.5
921,100,0,2,46
922,1,0,3,45
922,2,0,4,49
922,3,0,5,54
922,4,0,6,47
922,5,0,7,56
922,6,0,7,52.5
922,7,0,7,55
922,8,1,7,50.5
922,9,0,1,52
922,10,0,2,42
922,11,1,3,31.5
922,12,0,1,39.5
922,13,0,2,40.5
922,14,0,3,39.5
922,15,0,4,42
922,16,1,5,41.5
922,17,0,1,40
922,18,0,2,35
922,19,0,3,40
922,20,0,4,44
922,21,0,5,45
922,22,0,6,50.5
922,23,1,7,46.5
922,24,0,1,52
922,25,0,2,50
922,26,0,3,48
922,27,0,4,54
922,28,0,5,56
922,29,0,6,51.5
922,30,1,7,44.5
922,31,0,1,41.5
922,32,0,2,54
922,33,1,3,50.5
922,34,0,1,46
922,35,0,2,46
922,36,0,3,38
922,37,1,4,39
922,38,0,1,39
922,39,0,2,35
922,40,0,3,36.5
922,41,0,4,39.5
922,42,0,5,46.5
922,43,1,6,47.5
922,44,0,1,47.5
922,45,0,2,52.5
922,46,0,3,50
922,47,0,4,48
922,48,1,5,50.5
922,49,0,1,52
922,50,0,2,46.5
922,51,0,3,47.5
922,52,0,4,40
922,53,0,5,43
922,54,0,6,47
922,55,0,7,44
922,56,0,7,49
922,57,0,7,57.5
922,58,1,7,51.5
922,59,0,1,46.5
922,60,0,2,50
922,61,0,3,44
922,62,0,4,53
922,63,0,5,50.5
922,64,0,6,48
922,65,0,7,51
922,66,0,7,50.5
922,67,0,7,51
922,68,0,7,62.5
922,69,0,7,58
922,70,0,7,62
922,71,0,7,53
922,72,0,7,52.5
922,73,1,7,55.5
922,74,0,1,48
922,75,0,2,45.5
922,76,0,3,45
922,77,0,4,50
922,78,0,5,47
922,79,1,6,50
922,80,0,1,41.5
922,81,0,2,50
922,82,0,3,43.5
922,83,1,4,36.5
922,84,0,1,46.5
922,85,0,2,49.5
922,86,0,3,50
922,87,0,4,47.5
922,88,0,5,43
922,89,0,6,48.5
922,90,0,7,52
922,91,1,7,58.5
922,92,0,1,54.5
922,93,0,2,54
922,94,0,3,47
922,95,0,4,45.5
922,96,1,5,42.5
922,97,0,1,50.5
922,98,0,2,43.5
922,99,0,3,44.5
922,100,0,4,46
923,1,1,6,45
923,2,0,1,49
923,3,0,2,54
923,4,0,3,47
923,5,0,4,56
923,6,0,5,52.5
923,7,0,6,55
923,8,1,7,50.5
923,9,0,1,52
923,10,0,2,42
923,11,0,3,31.5
923,12,1,4,39.5
923,13,0,1,40.5
923,14,0,2,39.5
923,15,0,3,42
923,16,1,4,41.5
923,17,0,1,40
923,18,1,2,35
923,19,0,1,40
923,20,0,2,44
923,21,0,3,45
923,22,0,4,50.5
923,23,1,5,46.5
923,24,0,1,52
923,25,0,2,50
923,26,0,3,48
923,27,0,4,54
923,28,0,5,56
923,29,1,6,51.5
923,30,0,1,44.5
923,31,0,2,41.5
923,32,0,3,54
923,33,0,4,50.5
923,34,0,5,46
923,35,0,6,46
923,36,0,7,38
923,37,1,7,39
923,38,0,1,39
923,39,0,2,35
923,40,0,3,36.5
923,41,0,4,39.5
923,42,0,5,46.5
923,43,0,6,47.5
923,44,1,7,47.5
923,45,0,1,52.5
923,46,0,2,50
923,47,1,3,48
923,48,0,1,50.5
923,49,0,2,52
923,50,1,3,46.5
923,51,0,1,47.5
923,52,0,2,40
923,53,0,3,43
923,54,1,4,47
923,55,0,1,44
923,56,0,2,49
923,57,0,3,57.5
923,58,0,4,51.5
923,59,1,5,46.5
923,60,0,1,50
923,61,0,2,44
923,62,0,3,53
923,63,0,4,50.5
923,64,1,5,48
923,65,0,1,51
923,66,0,2,50.5
923,67,0,3,51
923,68,0,4,62.5
923,69,0,5,58
923,70,0,6,62
923,71,0,7,53
923,72,0,7,52.5
923,73,0,7,55.5
923,74,1,7,48
923,75,0,1,45.5
923,76,0,2,45
923,77,0,3,50
923,78,0,4,47
923,79,0,5,50
923,80,0,6,41.5
923,81,1,7,50
923,82,0,1,43.5
923,83,0,2,36.5
923,84,0,3,46.5
923,85,0,4,49.5
923,86,1,5,50
923,87,0,1,47.5
923,88,0,2,43
923,89,0,3,48.5
923,90,0,4,52
923,91,0,5,58.5
923,92,1,6,54.5
923,93,0,1,54
923,94,0,2,47
923,95,0,3,45.5
923,96,0,4,42.5
923,97,1,5,50.5
923,98,1,1,43.5
923,99,0,1,44.5
923,100,0,2,46
924,1,0,2,45
924,2,0,3,49
924,3,0,4,54
924,4,1,5,47
924,5,0,1,56
924,6,0,2,52.5
924,7,0,3,55
924,8,0,4,50.5
924,9,0,5,52
924,10,1,6,42
924,11,1,1,31.5
924,12,0,1,39.5
924,13,0,2,40.5
924,14,0,3,39.5
924,15,0,4,42
924,16,0,5,41.5
924,17,1,6,40
924,18,0,1,35
924,19,0,2,40
924,20,0,3,44
924,21,0,4,45
924,22,0,5,50.5
924,23,1,6,46.5
924,24,0,1,52
924,25,0,2,50
924,26,0,3,48
924,27,0,4,54
924,28,0,5,56
924,29,0,6,51.5
924,30,1,7,44.5
924,31,0,1,41.5
924,32,0,2,54
924,33,0,3,50.5
924,34,0,4,46
924,35,1,5,46
924,36,0,1,38
924,37,0,2,39
924,38,0,3,39
924,39,1,4,35
924,40,0,1,36.5
924,41,0,2,39.5
924,42,0,3,46.5
924,43,0,4,47.5
924,44,0,5,47.5
924,45,1,6,52.5
924,46,0,1,50
924,47,0,2,48
924,48,0,3,50.5
924,49,0,4,52
924,50,0,5,46.5
924,51,0,6,47.5
924,52,1,7,40
924,53,0,1,43
924,54,0,2,47
924,55,0,3,44
924,56,0,4,49
924,57,1,5,57.5
924,58,0,1,51.5
924,59,0,2,46.5
924,60,0,3,50
924,61,0,4,44
924,62,0,5,53
924,63,0,6,50.5
924,64,1,7,48
924,65,0,1,51
924,66,0,2,50.5
924,67,0,3,51
924,68,0,4,62.5
924,69,0,5,58
924,70,0,6,62
924,71,1,7,53
924,72,0,1,52.5
924,73,0,2,55.5
924,74,0,3,48
924,75,1,4,45.5
924,76,0,1,45
924,77,0,2,50
924,78,0,3,47
924,79,0,4,50
924,80,0,5,41.5
924,81,0,6,50
924,82,1,7,43.5
924,83,0,1,36.5
924,84,0,2,46.5
924,85,0,3,49.5
924,86,1,4,50
924,87,0,1,47.5
924,88,0,2,43
924,89,0,3,48.5
924,90,0,4,52
924,91,0,5,58.5
924,92,1,6,54.5
924,93,0,1,54
924,94,0,2,47
924,95,0,3,45.5
924,96,0,4,42.5
924,97,0,5,50.5
924,98,1,6,43.5
924,99,0,1,44.5
924,100,0,2,46
925,1,0,5,45
925,2,1,6,49
925,3,0,1,54
925,4,0,2,47
925,5,0,3,56
925,6,0,4,52.5
925,7,0,5,55
925,8,1,6,50.5
925,9,0,1,52
925,10,0,2,42
925,11,0,3,31.5
925,12,0,4,39.5
925,13,0,5,40.5
925,14,0,6,39.5
925,15,0,7,42
925,16,1,7,41.5
925,17,0,1,40
925,18,0,2,35
925,19,0,3,40
925,20,0,4,44
925,21,0,5,45
925,22,1,6,50.5
925,23,0,1,46.5
925,24,0,2,52
925,25,0,3,50
925,26,0,4,48
925,27,0,5,54
925,28,0,6,56
925,29,0,7,51.5
925,30,1,7,44.5
925,31,0,1,41.5
925,32,0,2,54
925,33,0,3,50.5
925,34,0,4,46
925,35,0,5,46
925,36,1,6,38
925,37,0,1,39
925,38,0,2,39
925,39,0,3,35
925,40,0,4,36.5
925,41,1,5,39.5
925,42,0,1,46.5
925,43,0,2,47.5
925,44,0,3,47.5
925,45,0,4,52.5
925,46,1,5,50
925,47,0,1,48
925,48,0,2,50.5
925,49,0,3,52
925,50,0,4,46.5
925,51,0,5,47.5
925,52,1,6,40
925,53,0,1,43
925,54,0,2,47
925,55,0,3,44
925,56,0,4,49
925,57,0,5,57.5
925,58,0,6,51.5
925,59,0,7,46.5
925,60,1,7,50
925,61,0,1,44
925,62,0,2,53
925,63,0,3,50.5
925,64,0,4,48
925,65,0,5,51
925,66,0,6,50.5
925,67,0,7,51
925,68,0,7,62.5
925,69,0,7,58
925,70,0,7,62
925,71,0,7,53
925,72,1,7,52.5
925,73,0,1,55.5
925,74,0,2,48
925,75,0,3,45.5
925,76,1,4,45
925,77,0,1,50
925,78,0,2,47
925,79,0,3,50
925,80,0,4,41.5
925,81,0,5,50
925,82,1,6,43.5
925,83,0,1,36.5
925,84,0,2,46.5
925,85,0,3,49.5
925,86,0,4,50
925,87,1,5,47.5
925,88,0,1,43
925,89,0,2,48.5
925,90,0,3,52
925,91,0,4,58.5
925,92,0,5,54.5
925,93,1,6,54
925,94,0,1,47
925,95,0,2,45.5
925,96,0,3,42.5
925,97,0,4,50.5
925,98,0,5,43.5
925,99,0,6,44.5
925,100,0,7,46
926,1,0,1,45
926,2,0,2,49
926,3,0,3,54
926,4,0,4,47
926,5,0,5,56
926,6,0,6,52.5
926,7,0,7,55
926,8,0,7,50.5
926,9,0,7,52
926,10,1,7,42
926,11,0,1,31.5
926,12,0,2,39.5
926,13,0,3,40.5
926,14,1,4,39.5
926,15,0,1,42
926,16,1,2,41.5
926,17,0,1,40
926,18,0,2,35
926,19,0,3,40
926,20,0,4,44
926,21,1,5,45
926,22,0,1,50.5
926,23,0,2,46.5
926,24,0,3,52
926,25,0,4,50
926,26,0,5,48
926,27,0,6,54
926,28,1,7,56
926,29,0,1,51.5
926,30,0,2,44.5
926,31,1,3,41.5
926,32,0,1,54
926,33,0,2,50.5
926,34,0,3,46
926,35,0,4,46
926,36,1,5,38
926,37,0,1,39
926,38,0,2,39
926,39,0,3,35
926,40,0,4,36.5
926,41,1,5,39.5
926,42,0,1,46.5
926,43,0,2,47.5
926,44,0,3,47.5
926,45,0,4,52.5
926,46,0,5,50
926,47,0,6,48
926,48,1,7,50.5
926,49,0,1,52
926,50,0,2,46.5
926,51,0,3,47.5
926,52,1,4,40
926,53,0,1,43
926,54,0,2,47
926,55,0,3,44
926,56,0,4,49
926,57,0,5,57.5
926,58,0,6,51.5
926,59,1,7,46.5
926,60,0,1,50
926,61,0,2,44
926,62,0,3,53
926,63,0,4,50.5
926,64,0,5,48
926,65,0,6,51
926,66,1,7,50.5
926,67,0,1,51
926,68,0,2,62.5
926,69,0,3,58
926,70,0,4,62
926,71,0,5,53
926,72,1,6,52.5
926,73,0,1,55.5
926,74,0,2,48
926,75,0,3,45.5
926,76,0,4,45
926,77,0,5,50
926,78,0,6,47
926,79,0,7,50
926,80,1,7,41.5
926,81,0,1,50
926,82,0,2,43.5
926,83,0,3,36.5
926,84,0,4,46.5
926,85,1,5,49.5
926,86,0,1,50
926,87,0,2,47.5
926,88,0,3,43
926,89,0,4,48.5
926,90,0,5,52
926,91,0,6,58.5
926,92,0,7,54.5
926,93,1,7,54
926,94,0,1,47
926,95,0,2,45.5
926,96,1,3,42.5
926,97,0,1,50.5
926,98,0,2,43.5
926,99,0,3,44.5
926,100,0,4,46
927,1,0,6,45
927,2,1,7,49
927,3,0,1,54
927,4,0,2,47
927,5,0,3,56
927,6,0,4,52.5
927,7,0,5,55
927,8,0,6,50.5
927,9,0,7,52
927,10,1,7,42
927,11,0,1,31.5
927,12,0,2,39.5
927,13,0,3,40.5
927,14,0,4,39.5
927,15,0,5,42
927,16,1,6,41.5
927,17,0,1,40
927,18,0,2,35
927,19,0,3,40
927,20,1,4,44
927,21,0,1,45
927,22,0,2,50.5
927,23,0,3,46.5
927,24,0,4,52
927,25,0,5,50
927,26,1,6,48
927,27,0,1,54
927,28,0,2,56
927,29,1,3,51.5
927,30,0,1,44.5
927,31,0,2,41.5
927,32,0,3,54
927,33,1,4,50.5
927,34,0,1,46
927,35,0,2,46
927,36,0,3,38
927,37,0,4,39
927,38,1,5,39
927,39,0,1,35
927,40,0,2,36.5
927,41,0,3,39.5
927,42,0,4,46.5
927,43,0,5,47.5
927,44,0,6,47.5
927,45,0,7,52.5
927,46,0,7,50
927,47,0,7,48
927,48,1,7,50.5
927,49,0,1,52
927,50,0,2,46.5
927,51,0,3,47.5
927,52,0,4,40
927,53,0,5,43
927,54,0,6,47
927,55,0,7,44
927,56,1,7,49
927,57,0,1,57.5
927,58,0,2,51.5
927,59,0,3,46.5
927,60,0,4,50
927,61,0,5,44
927,62,0,6,53
927,63,0,7,50.5
927,64,0,7,48
927,65,1,7,51
927,66,0,1,50.5
927,67,0,2,51
927,68,0,3,62.5
927,69,0,4,58
927,70,0,5,62
927,71,0,6,53
927,72,1,7,52.5
927,73,0,1,55.5
927,74,0,2,48
927,75,0,3,45.5
927,76,1,4,45
927,77,0,1,50
927,78,0,2,47
927,79,0,3,50
927,80,0,4,41.5
927,81,0,5,50
927,82,1,6,43.5
927,83,0,1,36.5
927,84,0,2,46.5
927,85,0,3,49.5
927,86,0,4,50
927,87,0,5,47.5
927,88,1,6,43
927,89,0,1,48.5
927,90,0,2,52
927,91,0,3,58.5
927,92,0,4,54.5
927,93,0,5,54
927,94,1,6,47
927,95,0,1,45.5
927,96,0,2,42.5
927,97,0,3,50.5
927,98,0,4,43.5
927,99,0,5,44.5
927,100,0,6,46
928,1,1,3,45
928,2,0,1,49
928,3,0,2,54
928,4,0,3,47
928,5,1,4,56
928,6,0,1,52.5
928,7,0,2,55
928,8,0,3,50.5
928,9,0,4,52
928,10,0,5,42
928,11,1,6,31.5
928,12,0,1,39.5
928,13,0,2,40.5
928,14,0,3,39.5
928,15,0,4,42
928,16,0,5,41.5
928,17,1,6,40
928,18,0,1,35
928,19,0,2,40
928,20,0,3,44
928,21,0,4,45
928,22,0,5,50.5
928,23,1,6,46.5
928,24,0,1,52
928,25,0,2,50
928,26,0,3,48
928,27,1,4,54
928,28,0,1,56
928,29,0,2,51.5
928,30,0,3,44.5
928,31,1,4,41.5
928,32,0,1,54
928,33,0,2,50.5
928,34,0,3,46
928,35,0,4,46
928,36,1,5,38
928,37,0,1,39
928,38,0,2,39
928,39,0,3,35
928,40,1,4,36.5
928,41,0,1,39.5
928,42,0,2,46.5
928,43,0,3,47.5
928,44,0,4,47.5
928,45,0,5,52.5
928,46,1,6,50
928,47,0,1,48
928,48,0,2,50.5
928,49,0,3,52
928,50,0,4,46.5
928,51,0,5,47.5
928,52,0,6,40
928,53,1,7,43
928,54,0,1,47
928,55,0,2,44
928,56,0,3,49
928,57,0,4,57.5
928,58,1,5,51.5
928,59,0,1,46.5
928,60,0,2,50
928,61,0,3,44
928,62,0,4,53
928,63,0,5,50.5
928,64,0,6,48
928,65,1,7,51
928,66,0,1,50.5
928,67,0,2,51
928,68,0,3,62.5
928,69,0,4,58
928,70,0,5,62
928,71,0,6,53
928,72,1,7,52.5
928,73,0,1,55.5
928,74,0,2,48
928,75,0,3,45.5
928,76,0,4,45
928,77,0,5,50
928,78,0,6,47
928,79,0,7,50
928,80,1,7,41.5
928,81,0,1,50
928,82,0,2,43.5
928,83,0,3,36.5
928,84,0,4,46.5
928,85,0,5,49.5
928,86,0,6,50
